label,label_encoded,cleaned_message,message_length,word_count,capital_count,special_char_count,has_free,has_win,has_winner,has_prize,has_call,has_txt,has_claim,has_urgent,has_guaranteed
ham,0,do noe if ben is going,26,7,2,1,0,0,0,0,0,0,0,0,0
ham,0,can you do a mag meeting this avo at some point,48,11,1,1,0,0,0,0,0,0,0,0,0
ham,0,i meant middle left or right,29,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,really i crashed out cuddled on my sofa,41,8,2,1,0,0,0,0,0,0,0,0,0
ham,0,hi chachi tried calling u now unable to reach u pl give me a missed cal once u c tiz msg kanagu,99,23,4,0,0,0,0,0,0,0,0,0,0
ham,0,i sent you the prices and do you mean the ltgt g,55,12,1,0,0,0,0,0,0,0,0,0,0
ham,0,nothing can,15,2,2,0,0,0,0,0,0,0,0,0,0
ham,0,no am working on the ringing u thing but have whole houseful of screaming brats so am pulling my hair out loving u,119,25,2,1,0,0,0,0,0,0,0,0,0
ham,0,but my family not responding for anything now am in room not went to home for diwali but no one called me and why not coming it makes me feel like died,154,32,3,0,0,0,0,0,0,0,0,0,0
ham,0,tick tick tick babe,25,5,2,0,0,0,0,0,0,0,0,0,0
ham,0,r going todays meeting,29,6,2,1,0,0,0,0,0,0,0,0,0
ham,0,k dahow many page you want,29,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,ya had just nowonion roast,28,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,send his number and give reply tomorrow morning for why you said that to him like that ok,89,18,1,0,0,0,0,0,0,0,0,0,0
ham,0,you said not now no problem when you can let me know,56,12,4,0,0,0,0,0,0,0,0,0,0
ham,0,ok but tell me half an hr b u come i need prepare,53,14,1,0,0,0,0,0,0,0,0,0,0
ham,0,play w computer aiyah i tok u lor,37,9,2,2,0,0,0,0,0,0,0,0,0
ham,0,sat right okay thanks,26,4,2,1,0,0,0,0,0,0,0,0,0
ham,0,derp which is worse a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with,129,26,2,0,0,0,0,0,0,0,0,0,0
ham,0,ok chinese food on its way when i get fat youre paying for my lipo,69,15,4,0,0,0,0,0,0,0,0,0,0
ham,0,we r outside already,21,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,have a good trip watch out for remember when you get back we must decide about easter,89,18,3,0,0,0,0,0,0,0,0,0,0
ham,0,yo we are watching a movie on netflix,37,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,what time im out until prob or so,39,9,2,0,0,0,0,0,0,0,0,0,0
ham,0,can meh thgt some will clash really ah i dun mind i dun seen to have lost any weight gee,102,20,5,1,0,0,0,0,0,0,0,0,0
ham,0,arr birthday today i wish him to get more oscar,50,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,open rebtel with firefox when it loads just put plus sign in the user name place and it will show you two numbers the lower number is my number once you pick that number the pin will display okay,200,39,4,1,0,0,0,0,0,0,0,0,0
ham,0,and picking them up from various points,41,7,0,0,0,0,0,0,0,0,0,0,0
spam,1,married local women looking for discreet action now real matches instantly to your phone text match to msg cost p stop txt stop bcmsfwcnxx,155,27,18,1,0,0,0,0,0,1,0,0,0
ham,0,wow v v impressed have funs shopping,38,7,2,1,0,0,0,0,0,0,0,0,0
ham,0,i am on the way to ur home,26,8,1,0,0,0,0,0,0,0,0,0,0
spam,1,burger king wanna play footy at a top stadium get burger king before st sept and go large or super with cocacola and walk out a winner,141,29,11,1,0,0,1,0,0,0,0,0,0
ham,0,no problem talk to you later,29,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,then ur sis how,16,4,1,1,0,0,0,0,0,0,0,0,0
ham,0,still in customer place,23,4,1,0,0,0,0,0,0,0,0,0,0
spam,1,how come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night,124,27,1,1,0,0,0,0,0,0,0,0,0
ham,0,dude u knw also teluguthts gudk gud nyt,46,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,we confirm eating at esplanade,31,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,send me your id and password,28,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,kind of took it to garage centre part of exhaust needs replacing part ordered n taking it to be fixed tomo morning,118,22,4,0,0,0,0,0,0,0,0,0,0
spam,1,for ur chance to win a cash every wk txt action to tscs custcare xpwk,124,19,13,0,0,1,0,0,0,1,0,0,0
ham,0,well i might not come then,29,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,long after i quit i get on only like minutes a day as it is,63,16,3,0,0,0,0,0,0,0,0,0,0
ham,0,then its most likely called mittelschmertz google it if you dont have paracetamol dont worry it will go,106,18,4,0,0,0,0,0,0,0,0,0,0
ham,0,well at this right im gonna have to get up and check todays steam salespee so text me when you want me to come get you,121,26,2,0,0,0,0,0,0,0,0,0,0
ham,0,just arrived see you in a couple days lt,44,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,k wat s tht incident,22,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,yeah get the unlimited,22,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,cthen i thk shd b enuff still got conclusion n contents pg n references ill b doing da contents pg n cover pg,116,23,3,0,0,0,0,0,0,0,0,0,0
ham,0,forgot it takes me years to shower sorry where you atyour phone dead yet,78,15,2,1,0,0,0,0,0,0,0,0,0
ham,0,got wat to buy tell us then no need to come in again,59,15,2,0,0,0,0,0,0,0,0,0,0
ham,0,when you are big god will bring success,43,8,2,0,0,0,0,0,0,0,0,0,0
spam,1,uve bin awarded to play instant cash call to claim every th player wins min optout,131,21,22,0,0,0,0,0,1,0,1,0,0
ham,0,we r stayin here an extra week back next wed how did we do in the rugby this weekend hi to and and c u soon,118,29,2,1,0,0,0,0,0,0,0,0,0
ham,0,well theres still a bit left if you guys want to tonight,57,12,1,0,0,0,0,0,0,0,0,0,0
ham,0,not from this campus are you in the library,45,9,2,1,0,0,0,0,0,0,0,0,0
ham,0,the affidavit says ltgt e twiggs st division g courtroom ltgt lttimegt am ill double check and text you again tomorrow,142,22,11,0,0,0,0,0,0,0,0,0,0
ham,0,how will i creep on you now,32,8,2,1,0,0,0,0,0,0,0,0,0
ham,0,if i get there before you after your ten billion calls and texts so help me god,79,17,2,0,0,0,0,0,0,0,0,0,0
ham,0,ive told him that ive returned it that should i re order it,63,13,2,0,0,0,0,0,0,0,0,0,0
ham,0,housemaid is the murderer coz the man was murdered on ltgt th january as public holiday all govtinstituitions are closedincluding post office,155,22,4,0,0,0,0,0,0,0,0,0,0
ham,0,depends on where u going lor,29,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,and smile for me right now as you go and the world will wonder what you are smiling about and think your crazy and keep away from you grins,145,30,1,0,0,0,0,0,0,0,0,0,0
spam,1,freemsgfav xmas tonesreply real,33,4,19,1,0,0,0,0,0,0,0,0,0
ham,0,lil fever now fine,22,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,i think its all still in my car,32,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,can a not,10,3,1,1,0,0,0,0,0,0,0,0,0
spam,1,december only had your mobile mths you are entitled to update to the latest colour camera mobile for free call the mobile update co free on,158,27,13,3,1,0,0,0,1,0,0,0,0
ham,0,yes princess i want to catch you with my big strong hands,61,12,2,1,0,0,0,0,0,0,0,0,0
ham,0,oh yeah i forgot u can only take out shopping at once,57,13,3,0,0,0,0,0,0,0,0,0,0
ham,0,mm so you asked me not to call radio,36,9,1,0,0,0,0,0,1,0,0,0,0
ham,0,thinkin about someone is all good no drugs for that,52,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,enjoy the showers of possessiveness poured on u by ur loved ones bcoz in this world of lies it is a golden gift to be loved truly,133,27,1,0,0,0,0,0,0,0,0,0,0
ham,0,alright if youre sure let me know when youre leaving,55,10,1,0,0,0,0,0,0,0,0,0,0
ham,0,some are lasting as much as hours you might get lucky,57,12,2,0,0,0,0,0,0,0,0,0,0
ham,0,genius whats up how your brother pls send his number to my skype,68,13,3,0,0,0,0,0,0,0,0,0,0
spam,1,gr poly tones all mobs direct u rply with poly title to eg poly breathe titles crazyin sleepingwith finest ymca getzedcouk poboxowwq p,160,25,62,0,0,0,0,0,0,0,0,0,0
ham,0,thk some of em find wtc too far weiyi not goin e rest i dunno yet r ur goin dinner den i might b able to join,123,28,4,0,0,0,0,0,0,0,0,0,0
ham,0,dont forget who owns you and whos private property you are and be my good boy always passionate kiss,111,21,2,0,0,0,0,0,0,0,0,0,0
spam,1,interflora its not too late to order interflora flowers for christmas call to place your order before midnight tomorrow,137,22,14,0,0,0,0,0,1,0,0,0,0
ham,0,oh godtaken the teethis it paining,37,6,1,1,0,0,0,0,0,0,0,0,0
spam,1,romcapspam everyone around should be responding well to your presence since you are so warm and outgoing you are bringing in a real breath of sunshine,152,26,8,0,0,0,0,0,0,0,0,0,0
ham,0,then u ask darren go n pick u lor but i oso sian tmr haf meet lect,74,18,2,0,0,0,0,0,0,0,0,0,0
ham,0,no need to buy lunch for me i eat maggi mee,47,11,2,0,0,0,0,0,0,0,0,0,0
spam,1,congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute btnationalrate,158,27,14,1,0,0,0,1,1,0,1,0,0
ham,0,oh right ok ill make sure that i do loads of work during the day got a really nasty cough today and is dry n shot so that should really help it,149,32,2,2,0,0,0,0,0,0,0,0,0
spam,1,send a logo ur lover names joined by a heart txt love name name mobno eg love adam eve to yahoo poboxwwq txtno no ads p,160,32,40,1,0,0,0,0,0,1,0,0,0
ham,0,thanx sending me home,26,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,its normally hot mail com you see,35,7,2,1,0,0,0,0,0,0,0,0,0
spam,1,youve won tkts to the euro cup final or cash to collect call b pobox ppm,111,18,27,0,0,0,0,0,1,0,0,0,0
ham,0,u sick still can go shopping,29,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,ya they are well and fine bbdpooja full pimpleseven she become quite blackand ur rite here its too cold wearing sweatter,131,21,4,0,0,0,0,0,0,0,0,0,0
ham,0,nicenicehow is it working,28,4,1,1,0,0,0,0,0,0,0,0,0
ham,0,s reach home call me,23,5,0,0,0,0,0,0,1,0,0,0,0
ham,0,were trying to find a chinese food place around here,52,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,easy mate guess the quick drink was bit ambitious,53,10,1,0,0,0,0,0,0,0,0,0,0
ham,0,babe i miiiiiiissssssssss you i need you i crave you geeee im so sad without you babe i love you,131,29,10,10,0,0,0,0,0,0,0,0,0
ham,0,ok thanx,11,2,1,0,0,0,0,0,0,0,0,0,0
ham,0,tunji hows the queen how are you doing this is just wishing you a great day abiola,88,17,3,1,0,0,0,0,0,0,0,0,0
ham,0,today iz yellow rose day if u love my frndship give me misscall amp send this to ur frndz amp see how many miss calls u get if u get missed u marry ur lover,166,36,9,0,0,0,0,0,0,0,0,0,0
ham,0,will be out of class in a few hours sorry,42,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,wat time u finish ur lect today,32,7,1,1,0,0,0,0,0,0,0,0,0
spam,1,freemessage jamsterget the crazy frog sound now for poly text mad for real text mad to crazy sounds for just gbpweek only tcs apply,157,27,15,4,0,0,0,0,0,0,0,0,0
spam,1,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,151,32,48,0,0,0,0,0,1,0,0,0,0
ham,0,shes fine good to hear from you how are you my dear happy new year oh,74,16,4,1,0,0,0,0,0,0,0,0,0
ham,0,are you going to wipro interview today,39,7,1,1,0,0,0,0,0,0,0,0,0
ham,0,how tall are you princess,26,5,0,1,0,0,0,0,0,0,0,0,0
ham,0,i doubt you could handle times per night in any case,57,12,1,0,0,0,0,0,0,0,0,0,0
ham,0,haha hope can hear the receipt sound gd luck,54,10,4,1,0,0,0,0,0,0,0,0,0
ham,0,your gonna be the death if me im gonna leave a note that says its all robs fault avenge me,94,20,3,0,0,0,0,0,0,0,0,0,0
ham,0,japanese proverb if one can do it u too can do it if none can do itu must do it indian version if one can do it let him do it if none can do itleave it and finally kerala version if one can do it stop him doing it if none can do it make a strike against it,276,61,33,2,0,0,0,0,0,0,0,0,0
ham,0,today im not workin but not free oso gee thgt u workin at ur frens shop,82,17,3,1,1,0,0,0,0,0,0,0,0
ham,0,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,160,33,5,0,0,0,0,0,0,0,0,0,0
ham,0,i want to be there so i can kiss you and feel you next to me,60,16,1,0,0,0,0,0,0,0,0,0,0
ham,0,i am not at all happy with what you saying or doing,51,12,1,0,0,0,0,0,0,0,0,0,0
spam,1,adult content your video will be with you shortly,52,10,3,0,0,0,0,0,0,0,0,0,0
ham,0,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,138,29,4,2,0,0,0,0,0,0,0,0,0
ham,0,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,104,19,4,0,0,0,0,0,0,0,0,0,0
ham,0,smith waste dai wanna gayle,29,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,142,29,3,0,0,0,0,0,0,0,0,0,0
ham,0,aight tomorrow around ltgt it is,40,6,1,0,0,0,0,0,0,0,0,0,0
spam,1,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,152,32,48,0,0,0,0,0,1,0,0,0,0
ham,0,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at how was your night,130,30,4,1,0,0,0,0,0,0,0,0,0
ham,0,see you there,15,3,1,1,0,0,0,0,0,0,0,0,0
ham,0,i dont understand your message,31,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,crucify is c not s you should have told me earlier,52,11,2,0,0,0,0,0,0,0,0,0,0
ham,0,idk you keep saying that youre not but since he moved we keep butting heads over freedom vs responsibility and im tired i have so much other shit to deal with that im barely keeping myself together once this gets added to it,234,43,4,0,0,0,0,0,0,0,0,0,0
ham,0,fuck cedar key and fuck her come over anyway tho,50,10,1,0,0,0,0,0,0,0,0,0,0
ham,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,103,22,0,0,0,0,0,0,0,0,0,0,0
spam,1,hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wcnxx,140,29,27,1,1,0,0,0,0,1,0,0,0
ham,0,u still painting ur wall,25,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,printer is cool i mean groovy wine is groovying,49,9,3,0,0,0,0,0,0,0,0,0,0
ham,0,hi harishs rent has been transfred to ur acnt,47,9,3,0,0,0,0,0,0,0,0,0,0
ham,0,anything lor is she coming,27,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,cbe is really good nowadayslot of shop and showroomscity is shaping good,77,12,1,0,0,0,0,0,0,0,0,0,0
ham,0,still attending da talks,28,5,1,1,0,0,0,0,0,0,0,0,0
ham,0,no probs hon how u doinat the mo,34,8,2,2,0,0,0,0,0,0,0,0,0
ham,0,k ill take care of it,22,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,i take it we didnt have the phone callon friday can we assume we wont have it this year now,95,20,3,1,0,0,0,0,0,0,0,0,0
ham,0,my battery is low babe,22,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,shuhui has bought rons present its a swatch watch,54,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,yeah theres quite a bit left ill swing by tomorrow when i get up,67,14,3,0,0,0,0,0,0,0,0,0,0
ham,0,babe you said hours and its been almost is your internet down,73,16,3,2,0,0,0,0,0,0,0,0,0
ham,0,k ill be sure to get up before noon and see whats what,56,13,2,0,0,0,0,0,0,0,0,0,0
ham,0,kkyesterday i was in cbe,32,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,went to ganesh dress shop,25,5,1,0,0,0,0,0,0,0,0,0,0
spam,1,pdatenow double mins and txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd on or calloptoutyhl,163,24,19,2,1,0,0,0,1,0,0,0,0
ham,0,collecting ur laptop then going to configure da settings izzit,66,11,1,1,0,0,0,0,0,0,0,0,0
ham,0,aight i should be there by at the latest probably closer to are jay and tyler down or should we just do two trips,121,26,3,1,0,0,0,0,0,0,0,0,0
ham,0,come aftr ltdecimalgt now i m cleaning the house,55,9,8,0,0,0,0,0,0,0,0,0,0
spam,1,ur cashbalance is currently pounds to maximize ur cashin now send cash to only pmsg cc po box tcrw,139,24,16,0,0,0,0,0,0,0,0,0,0
ham,0,bill as in are there any letters for me im expecting one from orange that isnt a bill but may still say orange on it,126,25,2,0,0,0,0,0,0,0,0,0,0
ham,0,tell me pa how is pain de,27,7,2,0,0,0,0,0,0,0,0,0,0
ham,0,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a man gang bang,141,35,105,0,0,0,0,0,0,0,0,0,0
ham,0,ha you dont know either i did a a clever but simple thing with pears the other day perfect for christmas,111,21,3,0,0,0,0,0,0,0,0,0,0
ham,0,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,109,16,14,1,0,0,0,0,0,0,0,0,0
ham,0,alrite,6,1,6,0,0,0,0,0,0,0,0,0,0
ham,0,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,142,27,3,0,0,0,0,0,0,0,0,0,0
spam,1,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only,137,22,22,1,0,0,0,1,1,0,1,1,1
ham,0,how do you guys go to see movies on your side,46,11,1,0,0,0,0,0,0,0,0,0,0
ham,0,you didnt have to tell me thatnow im thinking plus hes going to stop all your runs,89,17,2,0,0,0,0,0,0,0,0,0,0
ham,0,kindly send some one to our flat before ltdecimalgt today,64,10,8,0,0,0,0,0,0,0,0,0,0
spam,1,sorry u can not unsubscribe yet the mob offer package has a min term of weeks pls resubmit request after expiry reply themob help more info,148,28,19,1,0,0,0,0,0,0,0,0,0
ham,0,nothing lor a bit bored too then y dun u go home early sleep today,77,16,3,0,0,0,0,0,0,0,0,0,0
ham,0,what time should i tell my friend to be around,47,10,2,1,0,0,0,0,0,0,0,0,0
ham,0,yes that will be fine love you be safe,42,9,3,0,0,0,0,0,0,0,0,0,0
ham,0,thanks chikku gud nyt,29,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,is xy in ur car when u picking me up,37,10,1,1,0,0,0,0,0,0,0,0,0
ham,0,thanx the time weve spent geva its bin mint ur my baby and all i want is uxxxx,86,19,5,2,0,0,0,0,0,0,0,0,0
ham,0,yo any way we could pick something up tonight,47,9,1,1,0,0,0,0,0,0,0,0,0
ham,0,ive not sent it he can send me,33,8,2,0,0,0,0,0,0,0,0,0,0
ham,0,fine am simply sitting,23,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,thts gods gift for birds as humans hav some natural gift frm god,67,13,1,0,0,0,0,0,0,0,0,0,0
ham,0,are you coming to day for class,32,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,im done just studyn in library,31,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,ok u enjoy ur shows,25,5,2,0,0,0,0,0,0,0,0,0,0
ham,0,anything,11,1,1,0,0,0,0,0,0,0,0,0,0
ham,0,where wuld i be without my baby the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx,129,25,5,1,0,0,0,0,0,0,0,0,0
ham,0,wats my dear doing sleeping ah,33,6,2,2,0,0,0,0,0,0,0,0,0
ham,0,hi test on ltgt rd,30,6,2,0,0,0,0,0,0,0,0,0,0
ham,0,only students solved this cat question in xam ltgt ltgt ltgt then tell me the answer if u r brilliantthingi got d answr,183,28,5,5,0,0,0,0,0,0,0,0,0
ham,0,yo do you know anyone ltgt or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just loko all night,156,32,2,1,0,0,0,0,0,0,0,0,0
ham,0,yup n her fren lor im meeting my fren at,47,11,2,0,0,0,0,0,0,0,0,0,0
ham,0,yeah we got one lined up for us,32,8,1,0,0,0,0,0,0,0,0,0,0
ham,0,and stop wondering wow is she ever going to stop tming me because i will tm you whenever i want because you are mine laughs,135,27,7,2,0,0,0,0,0,0,0,0,0
ham,0,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,101,18,3,0,0,0,0,0,0,0,0,0,0
ham,0,hey ive booked the pilates and yoga lesson already haha,59,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,are you ok what happen to behave like this,43,9,2,0,0,0,0,0,0,0,0,0,0
spam,1,you have new message please call,48,8,2,0,0,0,0,0,1,0,0,0,0
ham,0,my supervisor find me one lor i thk his students i havent ask her yet tell u aft i ask her,95,22,3,0,0,0,0,0,0,0,0,0,0
ham,0,hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about,142,29,4,1,0,0,0,0,0,0,0,0,0
spam,1,we currently have a message awaiting your collection to collect your message just call,100,15,2,0,0,0,0,0,1,0,0,0,0
ham,0,hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost ltgt bucks i dont know if it might be cheaper to find someone there we dont have any second hand machines at all right now let me know what you want to do babe,327,70,5,1,0,0,0,0,0,0,0,0,0
ham,0,make that fucks sake x,29,7,0,3,0,0,0,0,0,0,0,0,0
ham,0,leave it u will always be ignorant,36,7,2,0,0,0,0,0,0,0,0,0,0
ham,0,nope but ill b going sch on fri quite early lor cos mys sis got paper in da morn,87,21,1,0,0,0,0,0,0,0,0,0,0
ham,0,at bruce b downs amp fletcher now,35,7,0,0,0,0,0,0,0,0,0,0,0
ham,0,where are you you said you would be here when i woke,62,15,3,1,0,0,0,0,0,0,0,0,0
ham,0,hey now am free you can call me,32,8,1,0,1,0,0,0,1,0,0,0,0
ham,0,tell me whos this pls,24,5,1,0,0,0,0,0,0,0,0,0,0
spam,1,urgent your mobile was awarded a bonus caller prize on our final attempt contact u call,120,20,14,2,0,0,0,1,1,0,0,1,0
ham,0,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,112,22,3,0,0,0,0,0,0,0,0,0,0
ham,0,id have to check but theres only like bowls worth left,57,12,1,0,0,0,0,0,0,0,0,0,0
ham,0,yes there were many sweets,26,5,1,0,0,0,0,0,0,0,0,0,0
ham,0,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed,110,19,4,0,0,0,0,0,0,0,0,0,0
ham,0,buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,147,33,8,7,0,0,0,0,0,0,0,0,0
ham,0,sir send to group mail check it,32,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,im doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt n half pages,151,30,2,0,0,0,0,0,0,0,0,0,0
ham,0,nonenowhere ikno doesdiscountshitinnit,40,3,36,2,0,0,0,0,0,0,0,0,0
ham,0,you dont know you jabo me abi,30,7,1,0,0,0,0,0,0,0,0,0,0
spam,1,do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,135,25,1,1,0,0,0,0,0,0,0,0,0
ham,0,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane,94,14,1,0,0,0,0,0,0,0,0,0,0
ham,0,are you being good baby,28,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,mostly sports typelyk footblcrckt,38,4,1,0,0,0,0,0,0,0,0,0,0
ham,0,ma head dey swell oh thanks for making my day,46,10,2,0,0,0,0,0,0,0,0,0,0
ham,0,u should make a fb list,23,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,sary just need tim in the bollox it hurt him a lot so he tol me,65,16,2,1,0,0,0,0,0,0,0,0,0
ham,0,happy new year princess,24,4,4,1,0,0,0,0,0,0,0,0,0
ham,0,ill text carlos and let you know hang on,42,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,dont worry is easy once have ingredients,45,8,1,1,0,0,0,0,0,0,0,0,0
ham,0,i love u my little pocy bell i am sorry but i love u,54,15,3,0,0,0,0,0,0,0,0,0,0
ham,0,ok omw now you at castor,26,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,yar lor keep raining non stop or u wan go elsewhere,60,12,3,1,0,0,0,0,0,0,0,0,0
spam,1,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or calloptoutqf,159,25,24,2,1,0,0,0,1,1,0,0,0
ham,0,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so im picking her up at ard smth lor,141,33,4,2,0,0,0,0,0,0,0,0,0
ham,0,tonight yeah id be down for that,35,7,3,1,0,0,0,0,0,0,0,0,0
ham,0,what should i eat fo lunch senor,32,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,he said that he had a right giggle when he saw u again you would possibly be the first persondie from nvq but think how much you could for,143,29,5,2,0,0,0,0,0,0,0,0,0
ham,0,no break time one how i come out n get my stuff fr,60,14,4,1,0,0,0,0,0,0,0,0,0
spam,1,reply to win weekly what professional sport does tiger woods play send stop to to end service,107,19,10,2,0,1,0,0,0,0,0,0,0
ham,0,im there and i can see you but you cant see me maybe you should reboot ym i seen the buzz,96,23,4,2,0,0,0,0,0,0,0,0,0
ham,0,do you still have the grinder,30,6,1,1,0,0,0,0,0,0,0,0,0
spam,1,no polyphonic tone ur mob every week just txt pt to st tone free so get txtin now and tell ur friends ptone reply hl info,147,31,21,2,1,0,0,0,0,1,0,0,0
ham,0,ki didt see youkwhere are you now,41,7,1,1,0,0,0,0,0,0,0,0,0
ham,0,so im doing a list of buyers,30,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second,157,30,2,0,0,0,0,0,0,0,0,0,0
ham,0,mm not entirely sure i understood that text but hey ho which weekend,71,13,3,1,0,0,0,0,0,0,0,0,0
ham,0,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,112,21,1,0,0,0,0,0,0,0,0,0,0
ham,0,don knowhe is watching film in computer,43,7,1,0,0,0,0,0,0,0,0,0,0
ham,0,no b thursday,14,3,2,0,0,0,0,0,0,0,0,0,0
ham,0,oh then your phone phoned me but it disconnected,49,9,1,0,0,0,0,0,0,0,0,0,0
ham,0,id onluy matters when getting on from offcampus,47,8,1,0,0,0,0,0,0,0,0,0,0
spam,1,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop only,134,23,9,1,1,0,0,0,0,0,0,0,0
ham,0,excellent ill see what rileys plans are,42,7,2,0,0,0,0,0,0,0,0,0,0
ham,0,ew are you one of them,23,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,also hi wesley howve you been,30,6,1,0,0,0,0,0,0,0,0,0,0
ham,0,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,108,25,3,1,0,0,0,0,0,0,0,0,0
spam,1,updatenow mths half price orange line rental minscall mobileupd on or calloptoutjq,110,14,11,0,0,0,0,0,0,0,0,0,0
ham,0,imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon,119,19,16,1,0,0,0,0,0,0,0,0,0
ham,0,hm good morning headache anyone,37,6,1,1,0,0,0,0,0,0,0,0,0
ham,0,yeah no probs last night is obviously catching up with you speak soon,75,14,2,0,0,0,0,0,0,0,0,0,0
spam,1,free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then per day txt stop exit this msg is free,152,30,36,0,1,0,0,0,0,1,0,0,0
ham,0,i might go sch yar at e salon now v boring,46,12,2,0,0,0,0,0,0,0,0,0,0
ham,0,ltgt mins but i had to stop somewhere first,51,9,0,0,0,0,0,0,0,0,0,0,0
